epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,22433.1,0.72525,0.62289,0.99248,0.84358,0.90339,0.91284,0.76764,0.56899,0.45545,0.88063,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,22615.3,0.72827,0.62242,0.98682,0.82243,0.92505,0.91755,0.7643,0.59475,0.4593,0.88298,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,22801.8,0.71621,0.62804,0.98245,0.84685,0.90755,0.92223,0.78546,0.53879,0.4367,0.87344,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,22997.2,0.71301,0.60903,0.98287,0.82191,0.92794,0.9166,0.76336,0.58943,0.44591,0.8845,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,23200.6,0.70536,0.60982,0.98099,0.82194,0.91877,0.9116,0.78018,0.51766,0.44452,0.86589,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,23391.4,0.72109,0.62604,0.98393,0.83942,0.88274,0.89872,0.75969,0.55647,0.47039,0.87498,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,23593.1,0.71856,0.61244,0.98676,0.85504,0.88518,0.90205,0.76413,0.55359,0.465,0.8763,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,23796.2,0.71269,0.60987,0.98501,0.83094,0.91918,0.91066,0.78656,0.52732,0.43589,0.87351,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,24001.6,0.7206,0.61072,0.98088,0.81621,0.94624,0.91798,0.78783,0.53714,0.43459,0.86763,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,24205.2,0.704,0.60058,0.97637,0.82988,0.91031,0.90275,0.77548,0.51914,0.45447,0.87162,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,24408.8,0.7128,0.60647,0.986,0.81853,0.92365,0.89916,0.77097,0.51882,0.47578,0.87616,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,24607.4,0.70481,0.60099,0.97777,0.86652,0.87673,0.91211,0.77974,0.5479,0.44475,0.87712,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,24800.9,0.7168,0.61617,0.98644,0.82027,0.92092,0.90201,0.77408,0.52175,0.4494,0.87057,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,24995.9,0.70108,0.61018,0.97186,0.80908,0.93489,0.91487,0.76843,0.54851,0.44595,0.87377,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,25188.1,0.70386,0.59898,0.97882,0.8164,0.91794,0.9081,0.76827,0.54957,0.46134,0.87104,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,25374.6,0.70724,0.58947,0.98161,0.85432,0.89828,0.91534,0.791,0.50433,0.434,0.86992,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,25565.3,0.69047,0.5896,0.97287,0.80807,0.94325,0.91124,0.78597,0.50097,0.44441,0.86851,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,25768,0.70225,0.60942,0.98671,0.84967,0.88207,0.90968,0.77645,0.52533,0.45707,0.87466,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,25966.3,0.70855,0.60822,0.98149,0.83383,0.89306,0.91271,0.77961,0.52054,0.46919,0.87089,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,26163.8,0.70354,0.60902,0.98232,0.80877,0.92082,0.91073,0.76478,0.55503,0.46359,0.88488,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,26349,0.69849,0.59767,0.97802,0.83006,0.90963,0.91482,0.76517,0.57134,0.46389,0.88222,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,26550.3,0.70954,0.6138,0.98295,0.81299,0.92971,0.91193,0.78273,0.52768,0.45254,0.8736,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,26758,0.69919,0.61019,0.97409,0.81912,0.92765,0.90753,0.76906,0.5389,0.45298,0.87505,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,26945.7,0.68871,0.59336,0.97275,0.83242,0.90345,0.91114,0.76462,0.54643,0.44922,0.87531,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,27137.6,0.70276,0.59187,0.98157,0.83512,0.89829,0.92008,0.78599,0.51882,0.43951,0.86857,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,27347.6,0.69801,0.58612,0.97544,0.82567,0.92002,0.91956,0.78855,0.51493,0.44808,0.86886,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,27543.2,0.67629,0.58246,0.96819,0.85373,0.87687,0.90978,0.78233,0.5021,0.44673,0.85861,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,27738.1,0.69374,0.58291,0.97502,0.81711,0.91471,0.90544,0.76771,0.53032,0.45116,0.86487,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,27939.7,0.70023,0.59464,0.97708,0.84005,0.9122,0.91744,0.78433,0.53212,0.44336,0.86669,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,28128.3,0.69064,0.58757,0.97641,0.82105,0.92128,0.9114,0.78138,0.50222,0.44231,0.86226,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,28327.6,0.68472,0.57792,0.96694,0.85807,0.87981,0.90898,0.77904,0.50711,0.44126,0.86613,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,28526.1,0.68048,0.57977,0.97062,0.87932,0.87714,0.91505,0.77401,0.54008,0.44135,0.87183,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,28718.1,0.68897,0.57722,0.96998,0.83389,0.92227,0.90714,0.76334,0.53802,0.45332,0.86802,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,28926.4,0.68771,0.58209,0.97307,0.83558,0.91138,0.90329,0.77206,0.51116,0.45418,0.86214,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,29142.7,0.6816,0.58008,0.96787,0.85784,0.88152,0.90552,0.77143,0.52735,0.45224,0.8666,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,29400.7,0.68938,0.59904,0.97812,0.8326,0.924,0.92148,0.78592,0.52143,0.43616,0.86374,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
